scaffold,reconciled_taxonomy
OC1703_4500m_500m_sens_contig_857909,p__Actinobacteriota
OC1703_500m_500m_sens_contig_3170878,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_1678750,eukaryote
OC1703_3000m_150m_sens_contig_926160,p__Actinobacteriota
OC1703_4500m_50m_sens_contig_4242229,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_3731932,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_3636978,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2762290,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_1751664,p__Thermoplasmatota
OC1703_500m_150m_sens_contig_690432,p__Thermoplasmatota
OC1703_4500m_3000m_sens_contig_2905923,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_4567127,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_2328027,p__SAR324
OC1703_3000m_2000m_sens_contig_3183146,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1843207,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_270426,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_1340904,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_1936639,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_225375,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_3238469,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_7169048,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_155464,p__Planctomycetota
OC1703_4000m_50m_sens_contig_3711850,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_1195274,unclassified
OC1703_500m_500m_sens_contig_754432,p__Thermoplasmatota
OC1703_3000m_150m_sens_contig_1212547,p__Myxococcota_A
OC1703_3500m_150m_sens_contig_4217345,p__SAR324
OC1703_4000m_500m_sens_contig_549032,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_3306160,p__SAR324
OC1703_4500m_4000m_sens_contig_362233,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_2871451,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_3278887,eukaryote
OC1703_500m_500m_sens_contig_3213125,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_3550426,eukaryote
OC1703_4500m_500m_sens_contig_4369202,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2908482,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_6045224,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_686294,p__Gemmatimonadota
OC1703_3500m_3000m_sens_contig_2279169,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_5510411,unclassified
OC1703_4500m_500m_sens_contig_3936367,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_754671,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_2892503,p__Cyanobacteria
OC1703_4500m_3000m_sens_contig_81835,unclassified
OC1703_3000m_500m_sens_contig_530430,p__SAR324
OC1703_4500m_4000m_sens_contig_2534680,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4145158,p__Thermoplasmatota
OC1703_4500m_1000m_sens_contig_1366771,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2853150,p__Planctomycetota
OC1703_3500m_1000m_sens_contig_1311481,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_500m_sens_contig_1643603,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_31688,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_2923547,p__SAR324
OC1703_500m_500m_sens_contig_1241706,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_1247606,p__SAR324
OC1703_4000m_500m_sens_contig_134387,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_2329164,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_244325,p__SAR324
OC1703_3500m_150m_sens_contig_3148673,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_500m_sens_contig_350596,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_1782095,p__SAR324
OC1703_3000m_150m_sens_contig_5311548,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_1778760,p__Thermoplasmatota
OC1703_4000m_500m_sens_contig_386896,p__Thermoplasmatota
OC1703_3000m_2000m_sens_contig_691291,p__Myxococcota
OC1703_3500m_150m_sens_contig_1284840,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4085906,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_2308275,p__Thermoplasmatota
OC1703_4000m_1000m_sens_contig_1493578,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_681314,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_1159006,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_806090,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_4099602,unclassified
OC1703_4000m_1000m_sens_contig_3607197,p__Thermoplasmatota
OC1703_500m_50m_sens_contig_107993,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_1407293,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_1986131,p__Thermoplasmatota
OC1703_4000m_2000m_sens_contig_3517055,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_3303493,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_500m_sens_contig_3194511,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_860793,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_1884561,p__SAR324
OC1703_3000m_50m_sens_contig_3444759,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_752983,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_2030823,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_132989,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_1554149,p__SAR324
OC1703_3500m_3000m_sens_contig_261395,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1948739,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_500m_sens_contig_54300,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_130586,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2999989,p__Cyanobacteria
OC1703_500m_500m_sens_contig_638431,p__Thermoplasmatota
OC1703_3500m_150m_sens_contig_2421435,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_707893,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4569239,p__SAR324
OC1703_500m_500m_sens_contig_1440972,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2931003,eukaryote
OC1703_4500m_1000m_sens_contig_3938328,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_1683658,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_2220733,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_2791170,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_807741,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4391477,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4702407,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1972918,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_500m_sens_contig_2325374,p__Thermoplasmatota
OC1703_4500m_2000m_sens_contig_5311496,p__SAR324
OC1703_3500m_50m_sens_contig_2103931,eukaryote
OC1703_4500m_4000m_sens_contig_4097424,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_3079299,p__Cyanobacteria
OC1703_3500m_500m_sens_contig_4348188,p__Thermoplasmatota
OC1703_4000m_150m_sens_contig_3597150,p__Thermoplasmatota
OC1703_3000m_3000m_sens_contig_2687572,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_2914838,unclassified
OC1703_4000m_2000m_sens_contig_1338195,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_298139,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_2232286,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_821672,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_5322990,p__Thermoplasmatota
OC1703_4000m_50m_sens_contig_3457603,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_452267,eukaryote
OC1703_4500m_150m_sens_contig_732007,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_3294511,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2981865,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4005495,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_2080665,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_763523,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_3220855,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_977953,eukaryote
OC1703_4500m_4000m_sens_contig_2859560,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_1186868,p__Myxococcota_A
OC1703_3000m_2000m_sens_contig_1202166,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_2873078,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_500m_sens_contig_1166220,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_3774738,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_136864,p__Cyanobacteria
OC1703_3500m_2000m_sens_contig_1356916,unclassified
OC1703_4500m_500m_sens_contig_1480000,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2166478,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_223552,p__Myxococcota_A
OC1703_4500m_1000m_sens_contig_2066986,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6969080,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_1890843,p__SAR324
OC1703_3500m_3000m_sens_contig_1088059,p__Myxococcota_A
OC1703_4500m_2000m_sens_contig_2131699,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_297637,p__Cyanobacteria
OC1703_3000m_500m_sens_contig_1732262,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_2321125,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_2068608,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_3105744,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_988797,p__Thermoplasmatota
OC1703_3000m_1000m_sens_contig_1339060,p__Thermoplasmatota
OC1703_4500m_50m_sens_contig_7100217,p__Cyanobacteria
OC1703_4500m_150m_sens_contig_1420987,p__Chloroflexota
OC1703_3500m_2000m_sens_contig_1134923,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_739980,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_50m_sens_contig_7040837,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_500m_sens_contig_1588197,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_3021757,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_5334648,p__Thermoplasmatota
OC1703_4500m_150m_sens_contig_1651950,p__Cyanobacteria
OC1703_3500m_2000m_sens_contig_2222888,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_3834387,unclassified
OC1703_3000m_2000m_sens_contig_3197486,unclassified
OC1703_3000m_150m_sens_contig_5326052,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2738141,p__SAR324
OC1703_3500m_2000m_sens_contig_2532949,p__Proteobacteria;c__Alphaproteobacteria
