scaffold,reconciled_taxonomy
OC1703_3000m_1000m_sens_contig_289225,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_29237,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4358231,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_3234049,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_3962376,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_5580691,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_150m_sens_contig_3075461,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4789643,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_500m_sens_contig_187094,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_500m_sens_contig_1841059,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_553135,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_500m_sens_contig_422643,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2617877,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2584894,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_500m_sens_contig_204048,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_2177232,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_4054596,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_500m_sens_contig_1688829,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_42158,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_959219,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_3919962,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_2348372,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_1933793,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3442044,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_937054,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_208281,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_158881,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_868890,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_550076,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_4254442,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3765044,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_71744,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1672432,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_917243,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_4892619,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_3092843,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_135740,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_3699641,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_1000m_sens_contig_2465867,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_193276,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_1295659,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5131630,p__Actinobacteriota
OC1703_3500m_50m_sens_contig_1132611,p__Actinobacteriota
OC1703_3000m_50m_sens_contig_2330747,p__Actinobacteriota
OC1703_4500m_4000m_sens_contig_3331428,p__Gemmatimonadota
OC1703_4500m_3000m_sens_contig_419631,p__Gemmatimonadota
OC1703_4000m_3000m_sens_contig_523179,p__Gemmatimonadota
OC1703_3000m_3000m_sens_contig_2648264,p__Gemmatimonadota
OC1703_3500m_2000m_sens_contig_1060587,p__Gemmatimonadota
OC1703_3500m_3000m_sens_contig_1616270,p__Gemmatimonadota
OC1703_4500m_2000m_sens_contig_950968,p__Gemmatimonadota
OC1703_4000m_1000m_sens_contig_3064797,p__Gemmatimonadota
OC1703_3000m_2000m_sens_contig_1934887,p__Gemmatimonadota
OC1703_3000m_3000m_sens_contig_3282627,p__Gemmatimonadota
OC1703_4500m_3000m_sens_contig_1070348,p__Gemmatimonadota
OC1703_3000m_3000m_sens_contig_1459754,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2605170,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_5668701,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1401296,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2752247,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_613691,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_4789565,unclassified
OC1703_4500m_4000m_sens_contig_1023617,p__Proteobacteria;unclassified
OC1703_4500m_2000m_sens_contig_2386907,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_898248,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_3078901,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_3923362,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2856431,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_526844,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_359415,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2206367,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_3106428,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2664477,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3078618,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3393515,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1865451,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_774948,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_4932581,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1060102,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2055712,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_151986,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_4049189,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_4233926,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_3172419,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_2412774,p__Gemmatimonadota
OC1703_4500m_2000m_sens_contig_439543,p__Gemmatimonadota
OC1703_4500m_4000m_sens_contig_920716,p__Gemmatimonadota
OC1703_4000m_2000m_sens_contig_2431021,p__Gemmatimonadota
OC1703_3500m_3000m_sens_contig_303472,p__Gemmatimonadota
OC1703_3000m_50m_sens_contig_1448675,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_1370491,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3488560,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_419549,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_2370861,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1958042,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_5775611,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_781352,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_517943,unclassified
OC1703_3500m_2000m_sens_contig_2924277,unclassified
OC1703_3000m_2000m_sens_contig_1852046,unclassified
OC1703_4000m_2000m_sens_contig_2108350,unclassified
OC1703_4500m_2000m_sens_contig_4741295,unclassified
OC1703_4000m_1000m_sens_contig_2442157,unclassified
OC1703_3500m_3000m_sens_contig_2526325,unclassified
OC1703_4500m_500m_sens_contig_5827629,unclassified
OC1703_4500m_1000m_sens_contig_4558493,unclassified
OC1703_3000m_3000m_sens_contig_12134,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_4030652,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_38513,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_1734048,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3241868,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_3739162,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_3250326,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_4030031,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_3546003,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3200591,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4762820,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_1000m_sens_contig_2319888,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_295523,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_1615234,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_2818070,p__SAR324
OC1703_3000m_1000m_sens_contig_3439238,p__SAR324
OC1703_3500m_150m_sens_contig_4082835,p__SAR324
OC1703_4500m_500m_sens_contig_1321358,p__SAR324
OC1703_3500m_1000m_sens_contig_922733,p__SAR324
OC1703_3000m_2000m_sens_contig_1061230,p__SAR324
OC1703_4500m_2000m_sens_contig_1637472,p__SAR324
OC1703_4500m_3000m_sens_contig_223439,p__SAR324
OC1703_4500m_1000m_sens_contig_1338751,p__SAR324
OC1703_3000m_500m_sens_contig_2697579,p__SAR324
OC1703_4000m_500m_sens_contig_1856588,p__SAR324
OC1703_4000m_2000m_sens_contig_1885545,p__SAR324
OC1703_3500m_3000m_sens_contig_3066066,p__SAR324
OC1703_4000m_3000m_sens_contig_46470,p__SAR324
OC1703_500m_500m_sens_contig_2997290,p__SAR324
OC1703_3500m_500m_sens_contig_196135,p__SAR324
OC1703_4500m_2000m_sens_contig_1744742,p__SAR324
OC1703_4500m_4000m_sens_contig_602809,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_5104515,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4449173,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_4000m_sens_contig_3031577,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_697582,p__Verrucomicrobiota
OC1703_4500m_3000m_sens_contig_2429924,p__Verrucomicrobiota
OC1703_4500m_1000m_sens_contig_2202980,p__Verrucomicrobiota
OC1703_4500m_150m_sens_contig_210714,p__Verrucomicrobiota
OC1703_4500m_4000m_sens_contig_260523,p__Verrucomicrobiota
OC1703_4000m_500m_sens_contig_2586661,p__Verrucomicrobiota
OC1703_3000m_500m_sens_contig_4136763,p__Verrucomicrobiota
OC1703_4500m_500m_sens_contig_793889,p__Verrucomicrobiota
OC1703_3500m_150m_sens_contig_4436216,p__Verrucomicrobiota
OC1703_3000m_150m_sens_contig_1507289,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_150m_sens_contig_1194544,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_150m_sens_contig_3609630,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_2421561,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_1983234,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_3000m_sens_contig_2712697,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_2000m_sens_contig_2990341,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_3000m_sens_contig_4730489,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_2000m_sens_contig_2587531,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_3000m_sens_contig_2019917,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_673772,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_3000m_sens_contig_324173,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_2000m_sens_contig_1759924,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_500m_sens_contig_35008,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_1000m_sens_contig_1187435,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_500m_sens_contig_334039,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_150m_sens_contig_4082590,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_1453000,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_500m_sens_contig_1933603,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_500m_sens_contig_2575204,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_1000m_sens_contig_4020992,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4155868,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_1324154,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_406250,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_1918853,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_4942169,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_667512,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_5515595,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_476769,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_3350033,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_2959730,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_1638131,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6699178,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_4162883,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_2015754,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_3366727,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_4487098,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_436308,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_2548210,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_150m_sens_contig_3131959,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4000m_50m_sens_contig_740010,p__Proteobacteria;c__Alphaproteobacteria
OC1703_4500m_50m_sens_contig_6444539,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_3682064,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_1532765,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3500m_50m_sens_contig_4493691,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_3905954,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_1123313,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_50m_sens_contig_198070,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_2000m_sens_contig_2358256,p__Myxococcota_A
OC1703_4000m_2000m_sens_contig_3519398,p__Myxococcota_A
OC1703_4500m_2000m_sens_contig_3561552,p__Myxococcota_A
OC1703_4500m_150m_sens_contig_3202612,p__Proteobacteria;c__Alphaproteobacteria
OC1703_500m_50m_sens_contig_623831,p__Proteobacteria;c__Alphaproteobacteria
OC1703_3000m_150m_sens_contig_19257,p__Chloroflexota
OC1703_3500m_150m_sens_contig_1812111,p__Chloroflexota
OC1703_4500m_150m_sens_contig_581267,p__Chloroflexota
OC1703_3000m_150m_sens_contig_5131076,p__Chloroflexota
OC1703_500m_50m_sens_contig_1513728,p__Chloroflexota
OC1703_4500m_50m_sens_contig_7018780,p__Actinobacteriota
OC1703_3000m_50m_sens_contig_1541853,p__Actinobacteriota
OC1703_4000m_50m_sens_contig_834990,p__Actinobacteriota
OC1703_3500m_50m_sens_contig_408794,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_1870337,p__Myxococcota_A
OC1703_4500m_150m_sens_contig_4095253,p__Actinobacteriota
OC1703_500m_50m_sens_contig_3953469,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_2455374,p__Actinobacteriota
OC1703_4000m_150m_sens_contig_1086592,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_4545770,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_5518946,p__Actinobacteriota
OC1703_500m_150m_sens_contig_4087254,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_1023332,p__Actinobacteriota
OC1703_3500m_3000m_sens_contig_2475786,p__Actinobacteriota
OC1703_4000m_3000m_sens_contig_2598901,p__Actinobacteriota
OC1703_3000m_3000m_sens_contig_1110508,p__Actinobacteriota
OC1703_4500m_2000m_sens_contig_687197,p__Actinobacteriota
OC1703_3500m_2000m_sens_contig_2850996,p__Actinobacteriota
OC1703_3000m_2000m_sens_contig_4266735,p__Actinobacteriota
OC1703_4000m_2000m_sens_contig_2605910,p__Actinobacteriota
OC1703_4500m_1000m_sens_contig_3486516,p__Actinobacteriota
OC1703_3000m_1000m_sens_contig_257134,p__Actinobacteriota
OC1703_4000m_1000m_sens_contig_1176939,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_3002831,p__Actinobacteriota
OC1703_3500m_1000m_sens_contig_491783,p__Actinobacteriota
OC1703_3500m_500m_sens_contig_1513246,p__Actinobacteriota
OC1703_4500m_500m_sens_contig_5690067,p__Actinobacteriota
OC1703_4000m_500m_sens_contig_2261082,p__Actinobacteriota
OC1703_3000m_500m_sens_contig_1895873,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_3029585,p__Actinobacteriota
OC1703_3000m_150m_sens_contig_3918463,p__Actinobacteriota
OC1703_3500m_150m_sens_contig_905165,p__Actinobacteriota
OC1703_500m_150m_sens_contig_4109508,p__Actinobacteriota
OC1703_4500m_150m_sens_contig_2887010,p__Actinobacteriota
OC1703_4500m_3000m_sens_contig_350619,p__Chloroflexota
OC1703_4500m_2000m_sens_contig_131618,p__Chloroflexota
OC1703_4500m_3000m_sens_contig_3488033,p__Desulfobacterota_B
OC1703_4500m_2000m_sens_contig_778737,p__Desulfobacterota_B
OC1703_4500m_1000m_sens_contig_3285089,p__Desulfobacterota_B
OC1703_4000m_1000m_sens_contig_931806,p__Desulfobacterota_B
OC1703_3000m_1000m_sens_contig_4338061,p__Desulfobacterota_B
OC1703_4000m_2000m_sens_contig_2212705,p__Desulfobacterota_B
OC1703_3500m_2000m_sens_contig_169779,p__Desulfobacterota_B
OC1703_3500m_1000m_sens_contig_2040673,p__Desulfobacterota_B
OC1703_4000m_150m_sens_contig_2095958,p__Myxococcota_A
OC1703_3500m_150m_sens_contig_643959,p__Myxococcota_A
OC1703_500m_50m_sens_contig_3082965,p__Myxococcota_A
OC1703_4000m_2000m_sens_contig_1644430,p__Myxococcota_A
OC1703_3000m_2000m_sens_contig_3385379,p__Myxococcota_A
OC1703_3500m_3000m_sens_contig_2455390,p__Myxococcota_A
OC1703_4000m_1000m_sens_contig_2849948,p__Myxococcota_A
OC1703_4500m_3000m_sens_contig_3511581,p__Myxococcota_A
OC1703_4500m_3000m_sens_contig_4853184,p__Myxococcota_A
OC1703_4500m_4000m_sens_contig_1859059,p__Myxococcota_A
OC1703_3000m_3000m_sens_contig_134519,p__Myxococcota_A
OC1703_3000m_150m_sens_contig_3930561,p__Myxococcota_A
OC1703_4500m_150m_sens_contig_719299,p__Myxococcota_A
OC1703_4500m_3000m_sens_contig_181812,p__Myxococcota_A
OC1703_3500m_3000m_sens_contig_3217083,p__Myxococcota_A
OC1703_4500m_2000m_sens_contig_3424870,p__Myxococcota_A
OC1703_3500m_2000m_sens_contig_81400,p__Myxococcota_A
OC1703_4000m_2000m_sens_contig_1723489,p__Myxococcota_A
OC1703_4000m_3000m_sens_contig_1868992,p__Myxococcota_A
OC1703_3000m_2000m_sens_contig_3202131,p__Myxococcota_A
OC1703_3000m_1000m_sens_contig_2907186,p__Myxococcota_A
OC1703_3000m_3000m_sens_contig_2108778,p__Myxococcota_A
OC1703_4000m_1000m_sens_contig_3796617,p__Myxococcota_A
OC1703_3000m_500m_sens_contig_4107853,p__Myxococcota_A
OC1703_3000m_2000m_sens_contig_4051033,p__Myxococcota_A
OC1703_4500m_4000m_sens_contig_2748901,p__Myxococcota_A
OC1703_3000m_3000m_sens_contig_2520617,p__Myxococcota_A
OC1703_3000m_3000m_sens_contig_3482495,p__Myxococcota_A
OC1703_3000m_3000m_sens_contig_2323309,p__Myxococcota_A
OC1703_3500m_1000m_sens_contig_3151069,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_4956367,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2380398,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_4660086,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1986877,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2494773,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_50m_sens_contig_5064165,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2490469,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1195922,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_1111650,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_2072329,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_4877278,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_4079930,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_1571202,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_50m_sens_contig_2608753,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_2007379,p__Cyanobacteria
OC1703_3500m_50m_sens_contig_1938696,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_1657058,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_6918609,p__Cyanobacteria
OC1703_4000m_50m_sens_contig_3057924,p__Cyanobacteria
OC1703_3500m_50m_sens_contig_2407514,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_603161,p__Cyanobacteria
OC1703_4500m_50m_sens_contig_4896739,p__Cyanobacteria
OC1703_3500m_50m_sens_contig_2360462,p__Cyanobacteria
OC1703_4000m_1000m_sens_contig_2698268,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_2000m_sens_contig_4122820,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_500m_sens_contig_2066288,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_2000m_sens_contig_1680931,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_597232,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1636076,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2908520,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_1223097,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_50m_sens_contig_1029221,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_2227523,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_150m_sens_contig_638722,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4400511,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_3525853,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_956158,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_777582,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_1000m_sens_contig_1943537,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_150m_sens_contig_3079998,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_150m_sens_contig_2445885,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_1000m_sens_contig_1190679,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_500m_sens_contig_4430598,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_2126754,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_2000m_sens_contig_2227044,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_2074476,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_2000m_sens_contig_2489282,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_50m_sens_contig_2968060,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_440155,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_29206,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_3920157,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_621247,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2209789,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_624887,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_3351043,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_1835669,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_225767,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_1844360,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_2784697,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_4000m_sens_contig_4467393,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_3000m_sens_contig_1270876,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3000m_3000m_sens_contig_2813648,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_3000m_sens_contig_2485504,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4500m_3000m_sens_contig_2261633,p__Proteobacteria;c__Gammaproteobacteria
OC1703_4000m_1000m_sens_contig_972448,p__Proteobacteria;c__Gammaproteobacteria
OC1703_3500m_1000m_sens_contig_25088,p__Proteobacteria;c__Gammaproteobacteria
OC1703_500m_150m_sens_contig_1937126,p__Proteobacteria;c__Gammaproteobacteria
