"","KO","gene_count","sum_cov","min_cov","max_cov","pathway","site_m","depth_m"
"1","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","1000"
"2","K15234",1,3.00577200577201,3.00577200577201,3.00577200577201,"rTCA","3000","1000"
"3","K15233",0,0,0,0,"rTCA","3000","1000"
"4","K15232",0,0,0,0,"rTCA","3000","1000"
"5","K15231",0,0,0,0,"rTCA","3000","1000"
"6","K15230",0,0,0,0,"rTCA","3000","1000"
"7","K15052",0,0,0,0,"3HP Bicycle","3000","1000"
"8","K15039",0,0,0,0,"3HP/4HB","3000","1000"
"9","K15023",1,217.552222222222,217.552222222222,217.552222222222,"WL","3000","1000"
"10","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","1000"
"11","K15016",11,977.901531454048,3.89726409826912,581.24826629681,"3HP/4HB or DC/4HB","3000","1000"
"12","K14470",19,1234.73011664384,3.81799591002045,321.323784722222,"3HP Bicycle","3000","1000"
"13","K14469",0,0,0,0,"3HP Bicycle","3000","1000"
"14","K14468",0,0,0,0,"3HP Bicycle","3000","1000"
"15","K14467",0,0,0,0,"DC/4HB","3000","1000"
"16","K14466",0,0,0,0,"3HP/4HB","3000","1000"
"17","K14138",0,0,0,0,"WL","3000","1000"
"18","K09709",16,202.730026044529,2.45220588235294,49.0638792102207,"3HP Bicycle","3000","1000"
"19","K08691",21,1308.79202182454,3.80212014134276,364.966049382716,"3HP Bicycle","3000","1000"
"20","K03553",194,5556.86365356332,2.05,339.912137681159,"single copy","3000","1000"
"21","K03076",198,6433.87729418037,2.07684918347743,929.899412628488,"single copy","3000","1000"
"22","K02982",254,9562.01140223105,1.97953216374269,717.579510703364,"single copy","3000","1000"
"23","K01889",234,7974.27794728373,1.75668073136428,509.797575757576,"single copy","3000","1000"
"24","K01602",9,791.773532858224,10.7215189873418,550.833333333333,"CBB","3000","1000"
"25","K01601",5,801.40279378031,16.2358757062147,654.708157524613,"CBB","3000","1000"
"26","K00855",19,1626.27455747754,3.52717948717949,816.521831735889,"CBB","3000","1000"
"27","K00198",0,0,0,0,"WL","3000","1000"
"28","K00197",0,0,0,0,"WL","3000","1000"
"29","K00194",0,0,0,0,"WL","3000","1000"
"30","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","150"
"31","K15234",3,24.4129414012226,4.29817708333333,10.1302083333333,"rTCA","3000","150"
"32","K15233",0,0,0,0,"rTCA","3000","150"
"33","K15232",0,0,0,0,"rTCA","3000","150"
"34","K15231",0,0,0,0,"rTCA","3000","150"
"35","K15230",0,0,0,0,"rTCA","3000","150"
"36","K15052",0,0,0,0,"3HP Bicycle","3000","150"
"37","K15039",0,0,0,0,"3HP/4HB","3000","150"
"38","K15023",0,0,0,0,"WL","3000","150"
"39","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","150"
"40","K15016",20,1200.43729218192,4.4789139225881,332.355263157895,"3HP/4HB or DC/4HB","3000","150"
"41","K14470",22,1499.33818281025,2.84722222222222,534.236111111111,"3HP Bicycle","3000","150"
"42","K14469",0,0,0,0,"3HP Bicycle","3000","150"
"43","K14468",0,0,0,0,"3HP Bicycle","3000","150"
"44","K14467",0,0,0,0,"DC/4HB","3000","150"
"45","K14466",0,0,0,0,"3HP/4HB","3000","150"
"46","K14138",0,0,0,0,"WL","3000","150"
"47","K09709",12,175.310148335545,4.33797909407665,36.1261904761905,"3HP Bicycle","3000","150"
"48","K08691",48,1902.10159967831,3.46619217081851,299.800838574423,"3HP Bicycle","3000","150"
"49","K03553",277,6794.8976438166,1.63636363636364,444.338150289017,"single copy","3000","150"
"50","K03076",229,6238.35281762562,2.37790697674419,453.018737672584,"single copy","3000","150"
"51","K02982",397,11773.8727439382,1.52432432432432,585.131313131313,"single copy","3000","150"
"52","K01889",293,9329.67674415653,2.70160528800755,512.687687687688,"single copy","3000","150"
"53","K01602",11,1208.49218455744,4.64444444444445,324.152777777778,"CBB","3000","150"
"54","K01601",11,868.934162635885,3.52847805788982,313.403887688985,"CBB","3000","150"
"55","K00855",23,1585.05202676238,4.8859357696567,431.67131242741,"CBB","3000","150"
"56","K00198",0,0,0,0,"WL","3000","150"
"57","K00197",0,0,0,0,"WL","3000","150"
"58","K00194",0,0,0,0,"WL","3000","150"
"59","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","2000"
"60","K15234",2,10.3682170542636,4.63824289405685,5.72997416020672,"rTCA","3000","2000"
"61","K15233",0,0,0,0,"rTCA","3000","2000"
"62","K15232",0,0,0,0,"rTCA","3000","2000"
"63","K15231",0,0,0,0,"rTCA","3000","2000"
"64","K15230",0,0,0,0,"rTCA","3000","2000"
"65","K15052",0,0,0,0,"3HP Bicycle","3000","2000"
"66","K15039",0,0,0,0,"3HP/4HB","3000","2000"
"67","K15023",0,0,0,0,"WL","3000","2000"
"68","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","2000"
"69","K15016",14,1369.87255268563,3.30347222222222,914.428571428571,"3HP/4HB or DC/4HB","3000","2000"
"70","K14470",15,1676.07218894533,5.73464373464373,892.691358024691,"3HP Bicycle","3000","2000"
"71","K14469",0,0,0,0,"3HP Bicycle","3000","2000"
"72","K14468",0,0,0,0,"3HP Bicycle","3000","2000"
"73","K14467",0,0,0,0,"DC/4HB","3000","2000"
"74","K14466",0,0,0,0,"3HP/4HB","3000","2000"
"75","K14138",0,0,0,0,"WL","3000","2000"
"76","K09709",13,190.441434353013,2.37562189054726,36.1486486486486,"3HP Bicycle","3000","2000"
"77","K08691",39,1043.06673713555,3.22791164658635,180.651991614256,"3HP Bicycle","3000","2000"
"78","K03553",246,8302.53496720832,2.29088639200999,772.089595375723,"single copy","3000","2000"
"79","K03076",235,7363.21538413181,2.10430107526882,736.000752445448,"single copy","3000","2000"
"80","K02982",285,11279.5351037552,2.25378787878788,896.565591397849,"single copy","3000","2000"
"81","K01889",263,11535.5941904296,2.68089430894309,921.898898898899,"single copy","3000","2000"
"82","K01602",7,647.39694923167,11.1888888888889,464.254237288136,"CBB","3000","2000"
"83","K01601",5,533.38012266696,4.26050420168067,446.872714486638,"CBB","3000","2000"
"84","K00855",12,914.370243468303,4.92162698412698,583.610223642173,"CBB","3000","2000"
"85","K00198",0,0,0,0,"WL","3000","2000"
"86","K00197",0,0,0,0,"WL","3000","2000"
"87","K00194",0,0,0,0,"WL","3000","2000"
"88","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","3000"
"89","K15234",4,60.9059720538645,4.15245478036176,30.3953488372093,"rTCA","3000","3000"
"90","K15233",0,0,0,0,"rTCA","3000","3000"
"91","K15232",0,0,0,0,"rTCA","3000","3000"
"92","K15231",0,0,0,0,"rTCA","3000","3000"
"93","K15230",0,0,0,0,"rTCA","3000","3000"
"94","K15052",0,0,0,0,"3HP Bicycle","3000","3000"
"95","K15039",0,0,0,0,"3HP/4HB","3000","3000"
"96","K15023",0,0,0,0,"WL","3000","3000"
"97","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","3000"
"98","K15016",16,900.580598446873,6.13818722139673,513.648766328012,"3HP/4HB or DC/4HB","3000","3000"
"99","K14470",13,1310.59603833315,4.2211614956245,933.323456790124,"3HP Bicycle","3000","3000"
"100","K14469",0,0,0,0,"3HP Bicycle","3000","3000"
"101","K14468",0,0,0,0,"3HP Bicycle","3000","3000"
"102","K14467",0,0,0,0,"DC/4HB","3000","3000"
"103","K14466",0,0,0,0,"3HP/4HB","3000","3000"
"104","K14138",0,0,0,0,"WL","3000","3000"
"105","K09709",13,348.267448548214,4.56876456876457,96.7212543554007,"3HP Bicycle","3000","3000"
"106","K08691",35,2391.45903327228,3.22962962962963,843.093716719915,"3HP Bicycle","3000","3000"
"107","K03553",219,7466.54543432199,2.37857802400739,978.637457044674,"single copy","3000","3000"
"108","K03076",198,7156.18802425428,2.33149171270718,930.495086923658,"single copy","3000","3000"
"109","K02982",234,10795.3685863436,2.10569105691057,1043.40537634409,"single copy","3000","3000"
"110","K01889",241,10873.9606487256,2.21627647714604,1138.06335493161,"single copy","3000","3000"
"111","K01602",5,477.549789321085,6.13559322033898,357.044444444444,"CBB","3000","3000"
"112","K01601",5,502.225958314091,8.75931232091691,373.990154711674,"CBB","3000","3000"
"113","K00855",18,1910.53255754409,3.61855670103093,720.432055749129,"CBB","3000","3000"
"114","K00198",0,0,0,0,"WL","3000","3000"
"115","K00197",0,0,0,0,"WL","3000","3000"
"116","K00194",0,0,0,0,"WL","3000","3000"
"117","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","500"
"118","K15234",2,12.5729146661545,2.23170731707317,10.3412073490814,"rTCA","3000","500"
"119","K15233",0,0,0,0,"rTCA","3000","500"
"120","K15232",0,0,0,0,"rTCA","3000","500"
"121","K15231",0,0,0,0,"rTCA","3000","500"
"122","K15230",0,0,0,0,"rTCA","3000","500"
"123","K15052",0,0,0,0,"3HP Bicycle","3000","500"
"124","K15039",0,0,0,0,"3HP/4HB","3000","500"
"125","K15023",1,146.025,146.025,146.025,"WL","3000","500"
"126","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","500"
"127","K15016",12,397.881544327555,4.51476793248945,89.417538614848,"3HP/4HB or DC/4HB","3000","500"
"128","K14470",20,1079.2861898593,3.3252427184466,218.177669111654,"3HP Bicycle","3000","500"
"129","K14469",0,0,0,0,"3HP Bicycle","3000","500"
"130","K14468",0,0,0,0,"3HP Bicycle","3000","500"
"131","K14467",0,0,0,0,"DC/4HB","3000","500"
"132","K14466",0,0,0,0,"3HP/4HB","3000","500"
"133","K14138",0,0,0,0,"WL","3000","500"
"134","K09709",18,231.949761063583,2.91869918699187,50.4006968641115,"3HP Bicycle","3000","500"
"135","K08691",53,2798.04083540518,3.01910828025478,490.632587859425,"3HP Bicycle","3000","500"
"136","K03553",272,7191.70768951798,1.94235588972431,930.874759152216,"single copy","3000","500"
"137","K03076",245,6873.09993598358,1.83287165281625,692.786343612335,"single copy","3000","500"
"138","K02982",382,11333.3749986367,1.42660550458716,1165.7619047619,"single copy","3000","500"
"139","K01889",311,12363.4212978845,2.49870801033592,1377.0278372591,"single copy","3000","500"
"140","K01602",5,667.864590361609,4.37410071942446,387.206214689266,"CBB","3000","500"
"141","K01601",3,160.152238708573,26.1127659574468,99.2278481012658,"CBB","3000","500"
"142","K00855",18,1247.93162773139,3.67327667610954,641.729499467519,"CBB","3000","500"
"143","K00198",0,0,0,0,"WL","3000","500"
"144","K00197",0,0,0,0,"WL","3000","500"
"145","K00194",0,0,0,0,"WL","3000","500"
"146","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3000","50"
"147","K15234",0,0,0,0,"rTCA","3000","50"
"148","K15233",0,0,0,0,"rTCA","3000","50"
"149","K15232",0,0,0,0,"rTCA","3000","50"
"150","K15231",0,0,0,0,"rTCA","3000","50"
"151","K15230",0,0,0,0,"rTCA","3000","50"
"152","K15052",0,0,0,0,"3HP Bicycle","3000","50"
"153","K15039",0,0,0,0,"3HP/4HB","3000","50"
"154","K15023",0,0,0,0,"WL","3000","50"
"155","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3000","50"
"156","K15016",22,396.60921854005,6.11447811447811,57.2732082732083,"3HP/4HB or DC/4HB","3000","50"
"157","K14470",21,585.905416334277,7.45024875621891,76.4282238442822,"3HP Bicycle","3000","50"
"158","K14469",0,0,0,0,"3HP Bicycle","3000","50"
"159","K14468",0,0,0,0,"3HP Bicycle","3000","50"
"160","K14467",0,0,0,0,"DC/4HB","3000","50"
"161","K14466",0,0,0,0,"3HP/4HB","3000","50"
"162","K14138",0,0,0,0,"WL","3000","50"
"163","K09709",24,617.571342723124,5.98731257208766,105.850998463902,"3HP Bicycle","3000","50"
"164","K08691",77,1848.08961599914,4.21729957805907,169.887179487179,"3HP Bicycle","3000","50"
"165","K03553",439,10239.3105495536,1.77256317689531,361.267605633803,"single copy","3000","50"
"166","K03076",448,9029.66932680061,2.0812324929972,517.859208523592,"single copy","3000","50"
"167","K02982",527,10854.3282455526,1.92814371257485,673.859708193042,"single copy","3000","50"
"168","K01889",497,10087.9040295112,1.84057971014493,538.074521651561,"single copy","3000","50"
"169","K01602",21,508.994735188735,2.08771929824561,146.622222222222,"CBB","3000","50"
"170","K01601",11,414.006795134452,6.1085910652921,166.372011251758,"CBB","3000","50"
"171","K00855",16,241.08301326324,3.7203196347032,54.5902547065338,"CBB","3000","50"
"172","K00198",0,0,0,0,"WL","3000","50"
"173","K00197",0,0,0,0,"WL","3000","50"
"174","K00194",0,0,0,0,"WL","3000","50"
"175","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3500","1000"
"176","K15234",0,0,0,0,"rTCA","3500","1000"
"177","K15233",0,0,0,0,"rTCA","3500","1000"
"178","K15232",0,0,0,0,"rTCA","3500","1000"
"179","K15231",0,0,0,0,"rTCA","3500","1000"
"180","K15230",0,0,0,0,"rTCA","3500","1000"
"181","K15052",0,0,0,0,"3HP Bicycle","3500","1000"
"182","K15039",0,0,0,0,"3HP/4HB","3500","1000"
"183","K15023",1,166.143333333333,166.143333333333,166.143333333333,"WL","3500","1000"
"184","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3500","1000"
"185","K15016",5,603.985122381182,10.6384514435696,529.635691169672,"3HP/4HB or DC/4HB","3500","1000"
"186","K14470",13,881.405581564005,4.5419982316534,256.446369636964,"3HP Bicycle","3500","1000"
"187","K14469",0,0,0,0,"3HP Bicycle","3500","1000"
"188","K14468",0,0,0,0,"3HP Bicycle","3500","1000"
"189","K14467",0,0,0,0,"DC/4HB","3500","1000"
"190","K14466",0,0,0,0,"3HP/4HB","3500","1000"
"191","K14138",0,0,0,0,"WL","3500","1000"
"192","K09709",10,108.228732595395,5.37777777777778,17.5180023228804,"3HP Bicycle","3500","1000"
"193","K08691",34,1541.17250966808,4.29213483146067,283.330138445154,"3HP Bicycle","3500","1000"
"194","K03553",189,5783.0570904857,2.67075664621677,713.420038535645,"single copy","3500","1000"
"195","K03076",194,5863.65461164312,3.07659115426106,701.245961820852,"single copy","3500","1000"
"196","K02982",234,9188.45801760485,1.76,644.888379204893,"single copy","3500","1000"
"197","K01889",225,9013.51760472886,3.24771689497717,594.138957816377,"single copy","3500","1000"
"198","K01602",8,622.601913001757,1.06267806267806,493.293785310735,"CBB","3500","1000"
"199","K01601",5,609.924161763104,8.96186440677966,492.412095639944,"CBB","3500","1000"
"200","K00855",18,1480.05497393302,5.5140625,615.470713525027,"CBB","3500","1000"
"201","K00198",0,0,0,0,"WL","3500","1000"
"202","K00197",0,0,0,0,"WL","3500","1000"
"203","K00194",0,0,0,0,"WL","3500","1000"
"204","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3500","150"
"205","K15234",4,32.8660883772873,7.75418275418275,8.87043580683157,"rTCA","3500","150"
"206","K15233",0,0,0,0,"rTCA","3500","150"
"207","K15232",0,0,0,0,"rTCA","3500","150"
"208","K15231",0,0,0,0,"rTCA","3500","150"
"209","K15230",0,0,0,0,"rTCA","3500","150"
"210","K15052",0,0,0,0,"3HP Bicycle","3500","150"
"211","K15039",0,0,0,0,"3HP/4HB","3500","150"
"212","K15023",0,0,0,0,"WL","3500","150"
"213","K15017",0,0,0,0,"3HP/4HB or DC/4HB","3500","150"
"214","K15016",17,865.355210593615,7.0599593495935,170.663763909047,"3HP/4HB or DC/4HB","3500","150"
"215","K14470",21,916.945605319553,6.1264367816092,259.272277227723,"3HP Bicycle","3500","150"
"216","K14469",0,0,0,0,"3HP Bicycle","3500","150"
"217","K14468",0,0,0,0,"3HP Bicycle","3500","150"
"218","K14467",0,0,0,0,"DC/4HB","3500","150"
"219","K14466",0,0,0,0,"3HP/4HB","3500","150"
"220","K14138",0,0,0,0,"WL","3500","150"
"221","K09709",17,205.458989775025,2.97481481481482,47.2494172494172,"3HP Bicycle","3500","150"
"222","K08691",59,2214.64127734036,4.31047619047619,260.086261980831,"3HP Bicycle","3500","150"
"223","K03553",354,6562.1293251759,2.02766798418972,248.36958443855,"single copy","3500","150"
"224","K03076",314,6606.33974660859,2.91025641025641,388.226138032305,"single copy","3500","150"
"225","K02982",451,11151.0664501411,2.03242542153048,368.717125382263,"single copy","3500","150"
"226","K01889",416,10638.9062383726,1.72761194029851,453.117350611951,"single copy","3500","150"
"227","K01602",11,932.060016411084,3.44761904761905,287.477401129944,"CBB","3500","150"
"228","K01601",14,990.173294165258,3.68923611111111,249.840809146878,"CBB","3500","150"
"229","K00855",13,1114.11615443705,9.06185567010309,287.304297328688,"CBB","3500","150"
"230","K00198",0,0,0,0,"WL","3500","150"
"231","K00197",0,0,0,0,"WL","3500","150"
"232","K00194",0,0,0,0,"WL","3500","150"
"233","K18861",0,0,0,0,"3HP/4HB or DC/4HB","3500","2000"
"234","K15234",1,7.35529715762274,7.35529715762274,7.35529715762274,"rTCA","3500","2000"
"235","K15233",0,0,0,0,"rTCA","3500","2000"
"236","K15232",0,0,0,0,"rTCA","3500","2000"
